"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21378","Login on Daraz website with a registered user account","","2026-01-23","passed","2026-01-23","","","",""
